0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,2,0,0,0,0,1,1,3,15,1,4,4,1,0,0,1,2,4,3,2,0,2,0,0,1,0,0,3,2,0,7,4,2,0,1,3,4,0,0,0,0,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,7,6,0,1,2,10,15,0,0,0,0,0,5,4,0,1,0,0,2,12,3,1,1,0,0,0,2,1,1,0,0,3,2,2,1,0,0,2,0,1,11,3,0,1,0,1,0,0,2,0,0,0,0,0,0,11,3,2,1,0,2,1,1,3,0,0,0,0,2,2,2,2,0,1,1,0,0,0,0,3,4,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
7,5,0,0,1,23,1,0,4,1,7,11,0,4,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,21,0,0,3,1,2,2,0,0,0,0,0,3,0,0,3,5,0,1,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,10,26,0,0,0,2,5,10,9,1,0,11,34,28,11,0,0,10,5,0,0,0,0,6,4,0,0,0,0
0,0,12,6,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,2,0,2,2,0,0,0,0,0,5,2,2,0,0,0,0,1,0,0,0,3,2,0,0,0,6,0,3,0,0,0,12,24,8,0,0,0,6,2,0,0,1,2,0,0,0,0,1,1,2,10,2,0,8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,3,14,13,18,18,16,10,0,0,0,0,2,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,0,8,14,0,0,0,17,9,1,0,8,3,0,10,0,0,0,0
1,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,8,0,3,6,2,2,0,9,12,3,5,2,0,1,2,0,0,0,6,18,18,19,2,8,1,0,1,0,0,3,0,2,1,1,1,5,0,0,0,2,0,0,0,3,2,5,2,3,6,0,12,3,1,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,12,0,9,5,1,7,2,3,8,2,0,11
2,0,0,0,0,0,0,1,0,3,5,3,0,0,0,0,0,0,0,1,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,8,14,4,15,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7
0,0,2,0,2,0,0,0,0,3,0,2,1,7,0,0,0,0,0,5,0,1,0,2,2,0,0,1,0,4,13,0,0,0,6,0,2,0,0,1,10,2,1,3,0,0,4,3,0,2,0,1,1,0,0,0,5,27,0,0,0,0,0,0,2,2,5,4,0,3,0,1,0,1,1,3,1,1,0,0,0,1,0,1,1,2,4,0,0,0,0,3,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,5,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,5,1,3,0,0,0,0,0,0,5,0,0,2,3,0,0,2,8,8,2,3,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,7,0,1,0,0,4,1,0,0,1,0,1,3,1,0,0,11,0,0,12,6,1,0,0,0,0,0,1,0,16,5,0,1,1,2,0,3,15,0,0,2,1,1,0,1,0,1,0,0,0,5,0,0,0,1,1
0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9,1,0,0,0,0
0,1,0,0,0,0,0,1,6,1,6,0,1,19,4,7,2,4,13,0,3,5,0,2,2,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,2,2,2,1,0,1,2,1,0,1,0,7,2,4,2,0,10,10,7,2,0,0,0,18,15,7,0,3,0,0,0,9,20,5,0,0,1,0,0,0,1,6,3,6
1,11,11,0,4,3,2,12,2,0,2,0,0,0,0,6,4,9,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,25,10,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,8,2,2,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,2,1,3,2,1,2,3,4
1,10,2,1,0,1,0,0,0,0,0,0,0,0,11,15,0,0,0,0,6,1,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,1,4,5,17,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0,0,1,1,0,0,0,0,2,1,3,0,0,1,1,1,0,2,4,0,1,3,5,0,1,2,1,2,0,0,0,1,1,1
